gene_accession,cipmet10_S1,cipmet10_S3,cipmet10_S2
MEG_7106|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,117.0
MEG_2529|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,26.0,77.0,0.0
MEG_6615|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,1108.0,0.0,37.0
MEG_4169|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,1973.0,2034.0,1787.0
MEG_4356|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,170.0,0.0,0.0
MEG_2520|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,283.0,0.0,0.0
MEG_6428|Drugs|betalactams|Class_A_betalactamases|SHV,238.0,0.0,0.0
MEG_6427|Drugs|betalactams|Class_A_betalactamases|SHV,103.0,0.0,0.0
MEG_324|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,4.0
MEG_6846|Drugs|betalactams|Class_A_betalactamases|TEM,32.0,0.0,0.0
MEG_3079|Biocides|Acid_resistance|Acid_resistance_protein|GADC,5486.0,7662.0,6458.0
MEG_2430|Drugs|betalactams|Class_A_betalactamases|CTX,15582.0,5712.0,4174.0
MEG_6606|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,68.0,0.0,0.0
MEG_5416|Metals|Copper_resistance|Copper_resistance_protein|PCOA,3240.0,2358.0,1654.0
MEG_3189|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4120|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRAN,1429.0,353.0,411.0
MEG_5828|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACE,81.0,0.0,0.0
MEG_3661|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,682.0,794.0,694.0
MEG_2897|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,1596.0,492.0,1054.0
MEG_2687|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,143.0,152.0,144.0
MEG_7863|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,0.0,0.0,412.0
MEG_1355|Drugs|betalactams|Class_A_betalactamases|BLAZ,13.0,0.0,0.0
MEG_6026|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,64.0,136.0,137.0
MEG_84|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,15.0,0.0
MEG_6984|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,69.0,74.0,0.0
MEG_2676|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,173.0,153.0,130.0
MEG_3861|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,360.0,60.0,153.0
MEG_8288|Drugs|betalactams|Mutant_porin_proteins|OMPA,6419.0,5715.0,4924.0
MEG_1279|Drugs|betalactams|Class_C_betalactamases|BLAEC,274.0,1300.0,0.0
MEG_6123|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,2.0,2.0,0.0
MEG_877|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,16.0,0.0,0.0
MEG_2619|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,0.0,127.0
MEG_2962|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,19.0,24.0,0.0
MEG_7118|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,102.0,0.0
MEG_4006|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,1848.0,2204.0,1805.0
MEG_3599|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|LMRS,347.0,300.0,64.0
MEG_6505|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,190.0,159.0,120.0
MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,76.0,91.0,87.0
MEG_6878|Drugs|betalactams|Class_A_betalactamases|TEM,53.0,0.0,34.0
MEG_1368|Drugs|betalactams|Class_A_betalactamases|BLAZ,33.0,0.0,0.0
MEG_2527|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,86.0,107.0
MEG_1195|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,3320.0,3442.0,3040.0
MEG_3887|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,445.0,126.0,0.0
MEG_3870|Metals|Mercury_resistance|Mercury_resistance_protein|MERF,433.0,0.0,24.0
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,4069.0,4839.0,3894.0
MEG_6591|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,189.0,0.0,0.0
MEG_5343|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,3.0,0.0
MEG_6638|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,52.0,273.0,504.0
MEG_800|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,30.0
MEG_2092|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD,1159.0,1254.0,869.0
MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,2.0,0.0
MEG_5395|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3238|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4367|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,75.0,0.0,0.0
MEG_7868|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,1129.0,1237.0,1038.0
MEG_4167|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA,8849.0,9981.0,8213.0
MEG_3834|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,96.0,108.0,0.0
MEG_949|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,677.0,655.0
MEG_47|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,146.0,151.0,21.0
MEG_6128|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_4351|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,302.0,0.0,0.0
MEG_7526|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,0.0,0.0,456.0
MEG_6580|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,52.0,0.0,0.0
MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE,9033.0,9104.0,8043.0
MEG_2577|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRE,46.0,0.0,0.0
MEG_2707|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRB,66.0,0.0,0.0
MEG_1004|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,78.0,0.0,0.0
MEG_6140|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,534.0,564.0,364.0
MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,96.0,74.0,68.0
MEG_7087|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETJ,236.0,438.0,157.0
MEG_1363|Drugs|betalactams|Class_A_betalactamases|BLAZ,30.0,0.0,16.0
MEG_4128|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRYN,462.0,115.0,139.0
MEG_772|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,51.0,39.0
MEG_6583|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,53.0,0.0,0.0
MEG_3242|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,4.0,0.0,1.0
MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF,5171.0,5643.0,4760.0
MEG_2801|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,30.0,0.0,0.0
MEG_1016|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,27.0,0.0,0.0
MEG_7858|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,3407.0,4299.0,3588.0
MEG_2678|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,169.0,160.0,148.0
MEG_2950|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,13.0,0.0,0.0
MEG_6147|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation,2.0,0.0,0.0
MEG_6624|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,59.0,280.0,460.0
MEG_2867|Biocides|Acid_resistance|Acid_resistance_regulator|EVGA,2935.0,3795.0,3083.0
MEG_7201|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,0.0,0.0,26.0
MEG_1486|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADD,734.0,510.0,183.0
MEG_6618|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,35.0,240.0,366.0
MEG_7813|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YCHH,1826.0,2014.0,1793.0
MEG_6057|Drugs|MLS|23S_rRNA_methyltransferases|RLMA,0.0,0.0,465.0
MEG_6590|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,32.0,0.0,0.0
MEG_6607|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,47.0,0.0,0.0
MEG_3588|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX,1728.0,5590.0,3825.0
MEG_1686|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,36.0,0.0
MEG_6875|Drugs|betalactams|Class_A_betalactamases|TEM,1383.0,0.0,0.0
MEG_7041|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,48.0,38.0,0.0
MEG_7046|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,60.0,17.0,0.0
MEG_1620|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0.0,5435.0,0.0
MEG_9|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2424|Drugs|betalactams|Class_A_betalactamases|CTX,36.0,0.0,0.0
MEG_1060|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,229.0,325.0,63.0
MEG_6136|Drugs|Multi-drug_resistance|MDR_mutation|MRPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2087|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,4088.0,3256.0,3284.0
MEG_3071|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6462|Drugs|betalactams|Class_A_betalactamases|SHV,371.0,0.0,0.0
MEG_8077|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRA,175.0,0.0,0.0
MEG_2020|Metals|Copper_resistance|Copper_resistance_protein|COPA,11539.0,11329.0,9438.0
MEG_6728|Drugs|betalactams|Class_A_betalactamases|TEM,12.0,0.0,0.0
MEG_6499|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA,7237.0,4347.0,3165.0
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,2600.0,2851.0,2439.0
MEG_8231|Drugs|Lipopeptides|Colistin-resistant_mutant|LPSB,29.0,0.0,56.0
MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,10.0,28.0,0.0
MEG_2503|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,9.0,0.0,0.0
MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,4903.0,5735.0,4609.0
MEG_6654|Metals|Copper_resistance|Copper_resistance_protein|TCRZ,62.0,60.0,0.0
MEG_8087|Biocides|Aldehyde_resistance|Aldehyde_degradation|FORMA,1737.0,0.0,1568.0
MEG_1143|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,3424.0,1195.0,139.0
MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,3575.0,4131.0,3265.0
MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation,26.0,6.0,11.0
MEG_3081|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,1388.0,4322.0,2811.0
MEG_6162|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,55.0,55.0,0.0
MEG_410|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,6779.0,9509.0,7941.0
MEG_85|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,10.0,0.0
MEG_6927|Drugs|betalactams|Class_A_betalactamases|TEM,193.0,0.0,0.0
MEG_5382|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6549|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,1889.0,1936.0,1558.0
MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI,1661.0,2107.0,1738.0
MEG_6931|Drugs|betalactams|Class_A_betalactamases|TEM,37.0,0.0,27.0
MEG_4168|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,4638.0,4832.0,3972.0
MEG_6013|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD,0.0,0.0,9.0
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,5.0,0.0,3.0
MEG_1454|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,55.0,0.0
MEG_3296|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3590|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1164|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,1737.0,1450.0,1031.0
MEG_1174|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,48.0,61.0,0.0
MEG_1652|Biocides|Biguanide_resistance|Biguanide_cation_efflux|CEPAB,2619.0,294.0,380.0
MEG_2086|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,1472.0,1157.0,1132.0
MEG_8037|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|CRCB,512.0,9.0,25.0
MEG_3591|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3449|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|KEXD,1122.0,235.0,713.0
MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ,1916.0,2329.0,2109.0
MEG_2835|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,19.0,0.0,21.0
MEG_6633|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,26.0,174.0,376.0
MEG_6981|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,38.0,0.0,0.0
MEG_886|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,14.0,0.0
MEG_5783|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|PHOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3839|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,4.0,0.0,0.0
MEG_8143|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GRLB|RequiresSNPConfirmation,85.0,91.0,0.0
MEG_6877|Drugs|betalactams|Class_A_betalactamases|TEM,34.0,0.0,23.0
MEG_6826|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,7.0
MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP,8625.0,10331.0,8555.0
MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,52.0,65.0,34.0
MEG_6589|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,43.0,0.0,0.0
MEG_5423|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|PCOE,945.0,666.0,468.0
MEG_6680|Drugs|betalactams|Class_A_betalactamases|TEM,10.0,0.0,14.0
MEG_3002|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,255.0,23.0,41.0
MEG_2637|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,20.0,97.0,80.0
MEG_6922|Drugs|betalactams|Class_A_betalactamases|TEM,37.0,0.0,0.0
MEG_1284|Drugs|betalactams|Class_C_betalactamases|BLAEC,0.0,352.0,291.0
MEG_7044|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,63.0,24.0,0.0
MEG_6098|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3978|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_770|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,19.0,0.0,0.0
MEG_3761|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,3925.0,4571.0,3792.0
MEG_1107|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR,1460.0,1804.0,1639.0
MEG_892|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,35.0,0.0
MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,6109.0,7790.0,6199.0
MEG_6652|Metals|Copper_resistance|Copper_resistance_protein|TCRB,1779.0,2555.0,0.0
MEG_6933|Drugs|betalactams|Class_A_betalactamases|TEM,7.0,0.0,0.0
MEG_4328|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,177.0,0.0,0.0
MEG_2690|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,1177.0,1336.0,1163.0
MEG_7095|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0.0,45.0,471.0
MEG_5385|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2846|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,5.0,0.0,235.0
MEG_5787|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA,12315.0,13254.0,10849.0
MEG_6249|Drugs|betalactams|Class_A_betalactamases|SHV,11.0,0.0,0.0
MEG_2530|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,15.0,0.0,0.0
MEG_4360|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,141.0,0.0,0.0
MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3762|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,2745.0,3108.0,2618.0
MEG_2585|Drugs|betalactams|Class_C_betalactamases|DHA,69.0,0.0,0.0
MEG_2024|Metals|Copper_resistance|Copper_resistance_protein|COPA,168.0,203.0,157.0
MEG_2630|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,0.0,323.0
MEG_1095|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,474.0,94.0,318.0
MEG_2453|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS,7725.0,8645.0,7613.0
MEG_6586|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,51.0,0.0,0.0
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,3174.0,3104.0,2528.0
MEG_2894|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,1294.0,196.0,655.0
MEG_4331|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,294.0,18.0,32.0
MEG_211|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,43.0
MEG_352|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,29.0,0.0
MEG_4285|Drugs|betalactams|Mutant_porin_proteins|OMPD,773.0,1421.0,328.0
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,3638.0,2482.0,2044.0
MEG_811|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,28.0,37.0
MEG_1367|Drugs|betalactams|Class_A_betalactamases|BLAZ,35.0,11.0,0.0
MEG_1650|Drugs|betalactams|Class_A_betalactamases|CEPA,12.0,0.0,0.0
MEG_803|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,102.0,81.0
MEG_8447|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,439.0,60.0,78.0
MEG_2952|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,2547.0,344.0,381.0
MEG_791|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,26.0,0.0
MEG_1058|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,131.0,41.0,209.0
MEG_7842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI,9194.0,10293.0,8619.0
MEG_1165|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD,0.0,3.0,0.0
MEG_2487|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,37.0,0.0,0.0
MEG_402|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB,189.0,0.0,0.0
MEG_5329|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1485|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC,36.0,0.0,0.0
MEG_6503|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILE,966.0,427.0,247.0
MEG_3223|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6122|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8144|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,1463.0,176.0,257.0
MEG_3515|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNF,846.0,121.0,146.0
MEG_7025|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,697.0,1023.0,1514.0
MEG_4172|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,0.0,1675.0,1370.0
MEG_3080|Biocides|Acid_resistance|Acid_resistance_regulator|GADE,2827.0,3651.0,2902.0
MEG_2737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,2958.0,3848.0,3147.0
MEG_4344|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,443.0,0.0,0.0
MEG_4173|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,3842.0,4631.0,3529.0
MEG_6501|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,1958.0,1107.0,1074.0
MEG_7584|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,40.0,0.0,391.0
MEG_2900|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,2048.0,2308.0,1901.0
MEG_7145|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,80.0
MEG_1275|Drugs|betalactams|Class_C_betalactamases|BLAEC,93.0,562.0,428.0
MEG_3860|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,16.0,0.0,0.0
MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB,1573.0,2066.0,1714.0
MEG_1330|Drugs|betalactams|Class_A_betalactamases|BLAZ,20.0,0.0,0.0
MEG_3067|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSB,0.0,0.0,16.0
MEG_6612|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,48.0,0.0,0.0
MEG_2972|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,4.0,1.0
MEG_5815|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC,8033.0,6573.0,5565.0
MEG_5383|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6423|Drugs|betalactams|Class_A_betalactamases|SHV,30.0,0.0,0.0
MEG_7130|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,145.0
MEG_5831|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,87.0,0.0,0.0
