gene_accession,cipdic0none_S2,cipdic0none_S1,cipdic0none_S3
MEG_4341|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,60.0,0.0
MEG_2637|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,28.0,0.0,0.0
MEG_5814|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB,7527.0,7270.0,6309.0
MEG_2801|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0.0,27.0,0.0
MEG_1732|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6050|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR,2064.0,1905.0,1762.0
MEG_1053|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,1407.0,135.0,56.0
MEG_4348|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,240.0,77.0
MEG_6113|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,5261.0,1129.0,6684.0
MEG_2644|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,50.0,41.0
MEG_6890|Drugs|betalactams|Class_A_betalactamases|TEM,161.0,0.0,70.0
MEG_6510|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,977.0,1622.0,1970.0
MEG_6637|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,25.0,96.0,53.0
MEG_691|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,0.0,57.0,0.0
MEG_6618|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,24.0,42.0,48.0
MEG_7584|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,44.0,525.0,419.0
MEG_899|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,73.0,0.0
MEG_3228|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6982|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0.0,28.0,0.0
MEG_3449|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|KEXD,900.0,1485.0,1026.0
MEG_645|Drugs|betalactams|Class_C_betalactamases|ADC,0.0,30.0,0.0
MEG_3081|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,6055.0,5657.0,5371.0
MEG_2455|Metals|Copper_resistance|Copper_resistance_protein|CUTC,2147.0,2083.0,1908.0
MEG_6615|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,69.0,165.0,97.0
MEG_8037|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|CRCB,73.0,41.0,5.0
MEG_1177|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,49.0,57.0,0.0
MEG_2019|Metals|Copper_resistance|Copper_resistance_protein|COPA,6222.0,6227.0,5453.0
MEG_8273|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORC,0.0,153.0,0.0
MEG_7109|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,112.0
MEG_1117|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,0.0,8.0,0.0
MEG_4094|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7044|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,888.0,0.0,0.0
MEG_5856|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|QACR,0.0,47.0,0.0
MEG_7032|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,36.0,82.0,44.0
MEG_5336|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3009|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,0.0,55.0,0.0
MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO,5463.0,3916.0,4058.0
MEG_6762|Drugs|betalactams|Class_A_betalactamases|TEM,50.0,0.0,0.0
MEG_401|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB,23324.0,23121.0,20053.0
MEG_703|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADER,26.0,237.0,0.0
MEG_7853|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA,18908.0,18948.0,16805.0
MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,2.0,6.0,0.0
MEG_8460|Drugs|betalactams|Penicillin_binding_protein|PBP4|RequiresSNPConfirmation,0.0,47.0,0.0
MEG_7111|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,69.0
MEG_4285|Drugs|betalactams|Mutant_porin_proteins|OMPD,1649.0,325.0,1959.0
MEG_7867|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,3452.0,3096.0,2796.0
MEG_6955|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,0.0,23.0,0.0
MEG_6110|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,6.0,0.0
MEG_705|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET1,7.0,98.0,0.0
MEG_796|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,14.0,0.0,0.0
MEG_6636|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0.0,47.0,28.0
MEG_6216|Drugs|betalactams|Class_A_betalactamases|SHV,10.0,0.0,0.0
MEG_3998|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH,9695.0,9166.0,8339.0
MEG_2671|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,223.0,217.0,166.0
MEG_4364|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,166.0,152.0,94.0
MEG_1060|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,0.0,103.0,0.0
MEG_4351|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,147.0,141.0,0.0
MEG_6949|Drugs|betalactams|Class_A_betalactamases|TEM,57.0,0.0,20.0
MEG_7263|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,4153.0,3983.0,3546.0
MEG_6734|Drugs|betalactams|Class_A_betalactamases|TEM,51.0,0.0,9.0
MEG_2686|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,224.0,207.0,199.0
MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,802.0,484.0,347.0
MEG_7039|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,512.0,0.0,0.0
MEG_3296|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7018|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0.0,38.0,0.0
MEG_4217|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NREB,66.0,309.0,0.0
MEG_7048|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,781.0,0.0,0.0
MEG_6783|Drugs|betalactams|Class_A_betalactamases|TEM,42.0,0.0,0.0
MEG_2672|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,191.0,207.0,167.0
MEG_2116|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,899.0,1079.0,374.0
MEG_3611|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,0.0,122.0,0.0
MEG_3754|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,2682.0,3440.0,2578.0
MEG_215|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,4.0,0.0
MEG_3947|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,9020.0,8996.0,7862.0
MEG_8459|Drugs|betalactams|Penicillin_binding_protein|PBP4|RequiresSNPConfirmation,0.0,135.0,0.0
MEG_6737|Drugs|betalactams|Class_A_betalactamases|TEM,37.0,0.0,0.0
MEG_3857|Metals|Mercury_resistance|Mercury_resistance_protein|MERC,61.0,221.0,155.0
MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2680|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,209.0,199.0,189.0
MEG_5772|Biocides|Peroxide_resistance|peroxide_resistance_regulator|PERR,0.0,58.0,0.0
MEG_7019|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0.0,66.0,0.0
MEG_8144|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,728.0,708.0,289.0
MEG_2869|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,622.0,1392.0,935.0
MEG_6962|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,67.0,44.0,39.0
MEG_6217|Drugs|betalactams|Class_A_betalactamases|SHV,15.0,44.0,0.0
MEG_6866|Drugs|betalactams|Class_A_betalactamases|TEM,72.0,0.0,22.0
MEG_7267|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,2794.0,2924.0,2605.0
MEG_6493|Drugs|betalactams|Class_A_betalactamases|SHV,36.0,0.0,0.0
MEG_5782|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|PHOB|RequiresSNPConfirmation,557.0,574.0,340.0
MEG_3512|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,1538.0,1715.0,634.0
MEG_6806|Drugs|betalactams|Class_A_betalactamases|TEM,49.0,0.0,11.0
MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,4729.0,4455.0,4123.0
MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,9471.0,9255.0,8469.0
MEG_1118|Drugs|Multi-drug_resistance|MDR_regulator|ARLS,0.0,103.0,0.0
MEG_2868|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,548.0,1301.0,968.0
MEG_8232|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LPTD,2456.0,2861.0,1165.0
MEG_699|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL,19.0,110.0,0.0
MEG_2086|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,1523.0,1698.0,1253.0
MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,22966.0,22943.0,19921.0
MEG_3229|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3644|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,233.0,101.0,0.0
MEG_951|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,90.0,0.0,0.0
MEG_8649|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACH,0.0,25.0,0.0
MEG_7028|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,27.0,59.0,0.0
MEG_7862|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,11077.0,10693.0,10015.0
MEG_1027|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,0.0,17.0
MEG_2528|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,7.0,0.0
MEG_6810|Drugs|betalactams|Class_A_betalactamases|TEM,16.0,0.0,0.0
MEG_4334|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,124.0,121.0,32.0
MEG_2520|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,8.0,0.0,0.0
MEG_6834|Drugs|betalactams|Class_A_betalactamases|TEM,61.0,0.0,0.0
MEG_8712|Drugs|betalactams|Class_A_betalactamases|TEM,69.0,0.0,22.0
MEG_364|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,25.0,0.0
MEG_5374|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2894|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,1293.0,731.0,1233.0
MEG_7974|Drugs|betalactams|Class_C_betalactamase_regulator|AMPCR|RequiresSNPConfirmation,1317.0,1268.0,1212.0
MEG_378|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,0.0,42.0,0.0
MEG_2995|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,97.0,177.0,23.0
MEG_6922|Drugs|betalactams|Class_A_betalactamases|TEM,123.0,0.0,51.0
MEG_5424|Metals|Copper_resistance|Copper_resistance_regulator|PCOR,1217.0,1364.0,1629.0
MEG_4175|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR,706.0,304.0,542.0
MEG_1161|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,1550.0,1019.0,1211.0
MEG_5350|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8449|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,106.0,0.0,0.0
MEG_5420|Metals|Copper_resistance|Copper_resistance_protein|PCOC,756.0,912.0,1084.0
MEG_6106|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,41.0,58.0,1.0
MEG_1566|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,20.0,36.0,0.0
MEG_2454|Metals|Copper_resistance|Copper_resistance_protein|CUTA,2946.0,2722.0,2554.0
MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,22627.0,19564.0,18898.0
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,4868.0,4844.0,4157.0
MEG_409|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,11367.0,10659.0,9940.0
MEG_1087|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,891.0,84.0,48.0
MEG_6824|Drugs|betalactams|Class_A_betalactamases|TEM,49.0,0.0,0.0
MEG_1115|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,0.0,49.0,0.0
MEG_6943|Drugs|betalactams|Class_A_betalactamases|TEM,34.0,0.0,0.0
MEG_1162|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,1301.0,2322.0,494.0
MEG_6897|Drugs|betalactams|Class_A_betalactamases|TEM,59.0,0.0,15.0
MEG_5783|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|PHOB|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_4162|Metals|Sodium_resistance|Sodium_resistance_protein|NHAA,8420.0,8195.0,7260.0
MEG_2873|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7196|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation,1275.0,32.0,2.0
MEG_3065|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,0.0,9.0,0.0
MEG_376|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,0.0,20.0,0.0
MEG_6652|Metals|Copper_resistance|Copper_resistance_protein|TCRB,1559.0,3870.0,1013.0
MEG_4005|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,1228.0,1189.0,1077.0
MEG_6862|Drugs|betalactams|Class_A_betalactamases|TEM,49.0,0.0,0.0
MEG_7950|Drugs|betalactams|Class_C_betalactamases|ADC,0.0,51.0,0.0
MEG_5334|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,3.0,0.0,0.0
MEG_7841|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YODB,2249.0,2010.0,1917.0
MEG_4196|Metals|Nickel_resistance|Nickel_resistance_protein|NIRB,0.0,24.0,0.0
MEG_1687|Drugs|betalactams|Class_A_betalactamases|CFX,16.0,0.0,0.0
MEG_1144|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,431.0,1309.0,257.0
MEG_7265|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,229.0,232.0,153.0
MEG_47|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0.0,43.0,0.0
MEG_2597|Drugs|betalactams|Class_C_betalactamases|DHA,25.0,16.0,0.0
MEG_412|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,0.0,183.0,0.0
MEG_2553|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,145.0,0.0
MEG_6782|Drugs|betalactams|Class_A_betalactamases|TEM,24.0,0.0,13.0
MEG_6502|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,988.0,1503.0,1759.0
MEG_2447|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB,9321.0,9487.0,8242.0
MEG_5786|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_regulator|PHOR,3635.0,3883.0,2628.0
MEG_6826|Drugs|betalactams|Class_A_betalactamases|TEM,30.0,0.0,0.0
MEG_1055|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,567.0,107.0,61.0
MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX,28.0,0.0,16.0
MEG_5418|Metals|Copper_resistance|Copper_resistance_protein|PCOB,1520.0,1690.0,2232.0
MEG_1078|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,30.0,0.0,0.0
MEG_2083|Metals|Copper_resistance|Copper_resistance_regulator|COPZ,0.0,0.0,32.0
MEG_915|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,92.0,22.0,43.0
MEG_8710|Drugs|betalactams|Class_A_betalactamases|TEM,32.0,0.0,18.0
MEG_7812|Metals|Iron_resistance|Iron_resistance_protein|YBTQ,1756.0,3954.0,5257.0
MEG_963|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,9.0,0.0,0.0
MEG_6829|Drugs|betalactams|Class_A_betalactamases|TEM,43.0,0.0,15.0
MEG_6140|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,881.0,860.0,707.0
MEG_6726|Drugs|betalactams|Class_A_betalactamases|TEM,56.0,11.0,22.0
MEG_7128|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,102.0
MEG_1096|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,1241.0,130.0,57.0
MEG_6680|Drugs|betalactams|Class_A_betalactamases|TEM,63.0,0.0,37.0
MEG_6831|Drugs|betalactams|Class_A_betalactamases|TEM,48.0,0.0,0.0
MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX,6807.0,6449.0,6173.0
MEG_677|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEA,38.0,343.0,0.0
MEG_7330|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,5.0,6.0,4.0
MEG_890|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,66.0,18.0,0.0
MEG_4172|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,0.0,1831.0,1632.0
MEG_405|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,4478.0,4481.0,3821.0
MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE,8849.0,8252.0,8138.0
MEG_7374|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,162.0,250.0
MEG_3242|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4197|Metals|Nickel_resistance|Nickel_resistance_protein|NIRC,0.0,63.0,0.0
MEG_733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|AMVA,54.0,486.0,0.0
MEG_4008|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,1533.0,1466.0,1349.0
MEG_2030|Metals|Copper_resistance|Copper_resistance_protein|COPA,0.0,0.0,196.0
MEG_3627|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXC|RequiresSNPConfirmation,2.0,4.0,0.0
MEG_3255|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,2057.0,1841.0,1795.0
MEG_3215|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6813|Drugs|betalactams|Class_A_betalactamases|TEM,32.0,0.0,0.0
MEG_8072|Drugs|betalactams|Class_C_betalactamases|DHA,27.0,0.0,0.0
MEG_7976|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|ARNT,1991.0,2297.0,986.0
MEG_6837|Drugs|betalactams|Class_A_betalactamases|TEM,76.0,0.0,22.0
MEG_2676|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,211.0,193.0,168.0
MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,1813.0,184.0,83.0
MEG_1575|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,13.0,0.0,0.0
MEG_6633|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,35.0,65.0,0.0
MEG_6867|Drugs|betalactams|Class_A_betalactamases|TEM,3259.0,426.0,0.0
MEG_3589|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6759|Drugs|betalactams|Class_A_betalactamases|TEM,70.0,0.0,23.0
MEG_8445|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,4757.0,3823.0,4109.0
MEG_3212|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2122|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,1912.0,2817.0,2387.0
MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,5961.0,5362.0,4701.0
MEG_2606|Drugs|betalactams|Class_C_betalactamases|DHA,83.0,40.0,16.0
MEG_373|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|ABEM,28.0,234.0,0.0
MEG_6630|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,32.0,0.0,30.0
MEG_1281|Drugs|betalactams|Class_C_betalactamases|BLAEC,695.0,471.0,418.0
MEG_767|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,13.0,0.0,33.0
MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS,5445.0,5203.0,4959.0
MEG_3910|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXE,0.0,73.0,0.0
MEG_2588|Drugs|betalactams|Class_C_betalactamases|DHA,36.0,0.0,0.0
MEG_3230|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7096|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0.0,0.0,70.0
MEG_1004|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,0.0,0.0,23.0
MEG_6163|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,68.0,16.0,0.0
MEG_878|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,5.0,0.0
MEG_6500|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILB,2376.0,2631.0,3109.0
MEG_8642|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|QACAB,0.0,23.0,0.0
MEG_5382|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1283|Drugs|betalactams|Class_C_betalactamases|BLAEC,607.0,500.0,389.0
MEG_1151|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,5398.0,6559.0,2350.0
MEG_4286|Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPF|RequiresSNPConfirmation,373.0,519.0,191.0
MEG_410|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,11176.0,10640.0,9877.0
MEG_679|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEC,66.0,269.0,0.0
MEG_6798|Drugs|betalactams|Class_A_betalactamases|TEM,53.0,0.0,15.0
MEG_4335|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,122.0,218.0,96.0
MEG_3862|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,24.0,155.0,42.0
MEG_6875|Drugs|betalactams|Class_A_betalactamases|TEM,4599.0,0.0,833.0
MEG_4326|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,116.0,206.0,123.0
MEG_7969|Drugs|betalactams|Class_C_betalactamases|ADC,0.0,73.0,0.0
MEG_3835|Drugs|Multi-drug_resistance|Multi-drug_MATE_efflux_pump|MEPB,0.0,86.0,0.0
MEG_1156|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,0.0,53.0,0.0
