gene_accession,cipmet0_S1,cipmet0none_S3,cipmet0none_S2,cipmet0_S2,cipmet0none_S1,cipmet0_S3
MEG_6142|Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|RPSA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,1.0,0.0
MEG_7849|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT,2947.0,5273.0,5182.0,1813.0,3882.0,3420.0
MEG_8692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|SDRM,332.0,0.0,434.0,97.0,621.0,0.0
MEG_2093|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD,789.0,1379.0,1449.0,432.0,1019.0,910.0
MEG_3835|Drugs|Multi-drug_resistance|Multi-drug_MATE_efflux_pump|MEPB,169.0,0.0,194.0,26.0,0.0,0.0
MEG_2949|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,11.0,0.0,20.0,0.0,0.0,0.0
MEG_7502|Drugs|Glycopeptides|VanC-type_regulator|VANSC,241.0,19.0,0.0,185.0,416.0,39.0
MEG_3|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,4.0,2.0,1.0,2.0,1.0,3.0
MEG_7851|Metals|Zinc_resistance|Zinc_resistance_protein|ZITB,4010.0,7078.0,7085.0,2532.0,5399.0,4610.0
MEG_5420|Metals|Copper_resistance|Copper_resistance_protein|PCOC,273.0,2199.0,1645.0,625.0,1030.0,1046.0
MEG_1216|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|BCRCM,0.0,10.0,0.0,0.0,0.0,0.0
MEG_83|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,18.0,0.0,0.0,0.0
MEG_1300|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,269.0,0.0,685.0,60.0,0.0,0.0
MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB,1618.0,2751.0,2744.0,965.0,2082.0,1747.0
MEG_2597|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,0.0,26.0,0.0,0.0,0.0
MEG_798|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,8.0,15.0,0.0,0.0
MEG_6824|Drugs|betalactams|Class_A_betalactamases|TEM,37.0,0.0,0.0,0.0,0.0,0.0
MEG_375|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,0.0,0.0,0.0,0.0,34.0,0.0
MEG_4072|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,0.0,141.0,0.0,0.0,0.0,0.0
MEG_7087|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETJ,0.0,321.0,0.0,593.0,123.0,156.0
MEG_6795|Drugs|betalactams|Class_A_betalactamases|TEM,30.0,19.0,0.0,0.0,14.0,47.0
MEG_6931|Drugs|betalactams|Class_A_betalactamases|TEM,116.0,42.0,0.0,0.0,48.0,139.0
MEG_44|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,28.0,230.0,91.0,0.0,81.0,85.0
MEG_6030|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,22.0,0.0,21.0,0.0,0.0
MEG_1194|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,0.0,556.0,0.0,0.0,0.0,0.0
MEG_3842|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,441.0,509.0,692.0,491.0,371.0,2281.0
MEG_8460|Drugs|betalactams|Penicillin_binding_protein|PBP4|RequiresSNPConfirmation,92.0,0.0,104.0,0.0,177.0,0.0
MEG_3739|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,0.0,241.0,0.0,0.0,0.0,0.0
MEG_6545|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,2749.0,4715.0,4662.0,1686.0,3567.0,2955.0
MEG_8233|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAD,0.0,171.0,147.0,0.0,115.0,0.0
MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,624.0,254.0,68.0,32.0,57.0,938.0
MEG_4057|Drugs|Lipopeptides|Daptomycin-resistant_mutant|MPRFD|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_1161|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,802.0,1327.0,1278.0,563.0,937.0,1225.0
MEG_1016|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,0.0,0.0,75.0,0.0,10.0,0.0
MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,1904.0,3410.0,3591.0,1242.0,2581.0,2441.0
MEG_4028|Drugs|MLS|Macrolide_phosphotransferases|MPHA,0.0,138.0,0.0,0.0,0.0,0.0
MEG_5815|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC,5160.0,9537.0,9878.0,3542.0,6401.0,7421.0
MEG_1587|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,30.0,102.0,47.0,0.0,53.0,60.0
MEG_6622|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,16.0,165.0,60.0,23.0,111.0,43.0
MEG_3887|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,128.0,0.0,217.0,0.0,0.0,383.0
MEG_6900|Drugs|betalactams|Class_A_betalactamases|TEM,179.0,101.0,44.0,0.0,107.0,219.0
MEG_6865|Drugs|betalactams|Class_A_betalactamases|TEM,22.0,0.0,0.0,0.0,0.0,37.0
MEG_6777|Drugs|betalactams|Class_A_betalactamases|TEM,29.0,0.0,0.0,0.0,23.0,41.0
MEG_5235|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,0.0,0.0,0.0,148.0,0.0
MEG_7017|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0.0,157.0,0.0,0.0,65.0,0.0
MEG_7584|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,294.0,38.0,0.0,164.0,359.0,61.0
MEG_41|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,18.0,140.0,68.0,0.0,54.0,51.0
MEG_6701|Drugs|betalactams|Class_A_betalactamases|TEM,28.0,0.0,0.0,0.0,16.0,52.0
MEG_5362|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_7528|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,0.0,0.0,0.0,94.0,0.0,0.0
MEG_3193|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_3516|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNO,2610.0,4809.0,4874.0,1634.0,3214.0,4463.0
MEG_2692|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,2228.0,3937.0,4018.0,1419.0,2889.0,2635.0
MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,406.0,327.0,76.0,54.0,65.0,483.0
MEG_3870|Metals|Mercury_resistance|Mercury_resistance_protein|MERF,13.0,0.0,0.0,9.0,0.0,379.0
MEG_6575|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,1165.0,1944.0,1966.0,754.0,1333.0,1259.0
MEG_7109|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,32.0,0.0,0.0,0.0,0.0,105.0
MEG_733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|AMVA,0.0,24.0,119.0,63.0,2079.0,40.0
MEG_5930|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,97.0,91.0,244.0,27.0,12.0,0.0
MEG_6705|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,0.0,0.0,21.0,0.0
MEG_3618|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,0.0,0.0,15.0,0.0,0.0,0.0
MEG_8100|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,1407.0,0.0,1423.0,4245.0,1281.0,0.0
MEG_3806|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,17.0,0.0,0.0,20.0,0.0,0.0
MEG_2833|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,19.0,42.0,66.0,13.0,55.0,34.0
MEG_2019|Metals|Copper_resistance|Copper_resistance_protein|COPA,3645.0,6788.0,7059.0,2335.0,4877.0,4779.0
MEG_3761|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,3070.0,5429.0,5805.0,2081.0,4195.0,4038.0
MEG_3836|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_regulator|MEPR,128.0,0.0,185.0,86.0,264.0,0.0
MEG_1409|Drugs|betalactams|Class_A_betalactamases|BLAZ,27.0,0.0,60.0,0.0,0.0,0.0
MEG_8693|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SEPA,105.0,0.0,158.0,0.0,172.0,0.0
MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,576.0,291.0,80.0,51.0,70.0,870.0
MEG_2999|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0.0,17.0,22.0,0.0,0.0,10.0
MEG_883|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,0.0,12.0,0.0,0.0
MEG_7526|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,226.0,0.0,0.0,66.0,0.0,0.0
MEG_4750|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,22.0,0.0,0.0,0.0,0.0
MEG_2594|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,0.0,0.0,0.0,45.0,0.0
MEG_1156|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,90.0,0.0,134.0,11.0,0.0,0.0
MEG_7042|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,684.0,0.0,0.0,0.0,0.0,886.0
MEG_887|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,0.0,13.0,0.0,0.0
MEG_6806|Drugs|betalactams|Class_A_betalactamases|TEM,20.0,0.0,0.0,0.0,10.0,38.0
MEG_2605|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,0.0,26.0,0.0,0.0,0.0
MEG_4012|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,3596.0,6192.0,6110.0,2132.0,4564.0,4154.0
MEG_4009|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,1688.0,2754.0,2967.0,994.0,2253.0,1935.0
MEG_5366|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_8708|Drugs|betalactams|Class_A_betalactamases|TEM,31.0,0.0,0.0,0.0,0.0,35.0
MEG_2909|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF,4552.0,7881.0,7854.0,2731.0,5860.0,5193.0
MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,1453.0,3092.0,3096.0,857.0,2363.0,1612.0
MEG_4172|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,1141.0,1986.0,2097.0,764.0,1459.0,1455.0
MEG_1061|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,0.0,29.0,0.0,0.0,15.0,0.0
MEG_8144|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,186.0,662.0,804.0,277.0,325.0,807.0
MEG_3663|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR,2166.0,3713.0,3777.0,1356.0,2750.0,2286.0
MEG_8145|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,325.0,180.0,651.0,0.0,0.0,402.0
MEG_7024|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0.0,331.0,67.0,106.0,359.0,49.0
MEG_7864|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,5104.0,8328.0,8828.0,2986.0,6559.0,5237.0
MEG_3228|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_7018|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0.0,61.0,0.0,0.0,75.0,0.0
MEG_6628|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,22.0,157.0,102.0,18.0,100.0,60.0
MEG_2645|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,38.0,0.0,0.0,0.0,0.0
MEG_4344|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,168.0,190.0,0.0,0.0,216.0
MEG_6112|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,3.0,0.0,0.0,1.0,0.0,0.0
MEG_370|Drugs|Fosfomycin|Fosfomycin_MFS_efflux_pump|ABAQ,27.0,69.0,177.0,50.0,1930.0,18.0
MEG_1326|Drugs|betalactams|Class_A_betalactamases|BLAZ,52.0,0.0,81.0,0.0,0.0,0.0
MEG_4125|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_pumps|NCRC,0.0,0.0,43.0,0.0,0.0,0.0
MEG_6782|Drugs|betalactams|Class_A_betalactamases|TEM,15.0,0.0,0.0,0.0,0.0,9.0
MEG_3857|Metals|Mercury_resistance|Mercury_resistance_protein|MERC,53.0,281.0,180.0,151.0,165.0,156.0
MEG_698|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,0.0,0.0,0.0,0.0,599.0,0.0
MEG_1696|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,0.0,20.0,0.0,0.0,0.0
MEG_7360|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,37.0,0.0,0.0,0.0,63.0,0.0
MEG_7139|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,0.0,0.0,0.0,116.0
MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH,5067.0,9306.0,9337.0,3185.0,6688.0,6170.0
MEG_6796|Drugs|betalactams|Class_A_betalactamases|TEM,28.0,0.0,0.0,0.0,0.0,30.0
MEG_2737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,2762.0,4933.0,4919.0,1682.0,3559.0,3299.0
MEG_6048|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNA,3531.0,6059.0,6186.0,2152.0,4728.0,4014.0
MEG_972|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,0.0,15.0,0.0,0.0
MEG_6958|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERD,51.0,49.0,61.0,103.0,44.0,11.0
MEG_3825|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,18.0,0.0,0.0,19.0,0.0,0.0
MEG_4128|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRYN,172.0,596.0,548.0,191.0,98.0,267.0
MEG_6578|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,61.0,101.0,107.0,41.0,76.0,60.0
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_3140|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,449.0,969.0,1035.0,298.0,727.0,886.0
MEG_2968|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,11.0,0.0,19.0,0.0,159.0,0.0
MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,2624.0,4370.0,4430.0,1625.0,3249.0,3118.0
MEG_1401|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,0.0,24.0,0.0,0.0
MEG_3736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,1301.0,2339.0,2237.0,776.0,1739.0,1514.0
MEG_2448|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,3832.0,5987.0,6366.0,2240.0,4328.0,5110.0
MEG_692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEJ,79.0,144.0,343.0,312.0,5103.0,85.0
MEG_6838|Drugs|betalactams|Class_A_betalactamases|TEM,10.0,0.0,0.0,0.0,13.0,14.0
MEG_4980|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,0.0,0.0,21.0,0.0,0.0
MEG_7068|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,0.0,34.0,74.0,32.0,36.0,0.0
MEG_6550|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,827.0,1427.0,1397.0,515.0,946.0,957.0
MEG_4359|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,0.0,206.0,0.0,0.0,0.0
MEG_8070|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB|RequiresSNPConfirmation,108.0,0.0,160.0,14.0,226.0,0.0
MEG_6019|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,33.0,0.0,20.0,30.0,0.0
MEG_6962|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,14.0,78.0,90.0,0.0,46.0,10.0
MEG_4179|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMA,0.0,0.0,15.0,0.0,0.0,0.0
MEG_6140|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,501.0,977.0,907.0,0.0,679.0,663.0
MEG_2517|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,64.0,19.0,67.0,0.0,0.0
MEG_1645|Drugs|betalactams|Class_A_betalactamases|CEPA,0.0,0.0,0.0,0.0,0.0,15.0
MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,3229.0,4986.0,4821.0,2115.0,3427.0,4060.0
MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6427|Drugs|betalactams|Class_A_betalactamases|SHV,23.0,93.0,0.0,0.0,0.0,0.0
MEG_4286|Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPF|RequiresSNPConfirmation,140.0,525.0,584.0,210.0,240.0,438.0
MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF,13962.0,23262.0,23627.0,8485.0,17571.0,16252.0
MEG_6113|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1107.0,2957.0,3755.0,5584.0,1647.0,1610.0
MEG_2796|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0.0,0.0,16.0,0.0,0.0,0.0
MEG_7086|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETH,0.0,0.0,0.0,0.0,47.0,0.0
MEG_4345|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,0.0,115.0,0.0,0.0,0.0
MEG_6123|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,2.0,1.0,0.0,0.0,1.0,0.0
MEG_3230|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_7812|Metals|Iron_resistance|Iron_resistance_protein|YBTQ,2447.0,2695.0,3444.0,1735.0,6929.0,3156.0
MEG_1400|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,0.0,24.0,0.0,0.0
MEG_8447|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,53.0,211.0,274.0,124.0,96.0,410.0
MEG_2637|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,15.0,0.0,35.0,32.0,0.0
MEG_3967|Drugs|betalactams|Class_C_betalactamases|MIR,0.0,0.0,15.0,0.0,0.0,0.0
MEG_1732|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_7026|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0.0,83.0,0.0,0.0,88.0,21.0
MEG_1370|Drugs|betalactams|Class_A_betalactamases|BLAZ,21.0,0.0,67.0,9.0,0.0,0.0
MEG_6917|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,11.0,0.0,0.0,0.0
MEG_7037|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,274.0,0.0,0.0,0.0,0.0,333.0
MEG_4279|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,0.0,1.0,0.0,0.0,0.0,0.0
MEG_6828|Drugs|betalactams|Class_A_betalactamases|TEM,23.0,0.0,0.0,0.0,0.0,0.0
MEG_2797|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0.0,0.0,17.0,0.0,0.0,0.0
MEG_1369|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,88.0,0.0,0.0,0.0
MEG_7121|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,45.0,0.0,61.0,0.0,53.0,119.0
MEG_2959|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,1.0,0.0,0.0,1.0,0.0
MEG_6897|Drugs|betalactams|Class_A_betalactamases|TEM,17.0,10.0,0.0,0.0,0.0,35.0
MEG_2733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,1886.0,3205.0,3199.0,1107.0,2405.0,2163.0
MEG_7820|Biocides|Acid_resistance|Acid_resistance_protein|YDEP,8958.0,11205.0,11983.0,3344.0,11645.0,9910.0
MEG_2584|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,0.0,43.0,0.0,0.0,0.0
MEG_3236|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_5782|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|PHOB|RequiresSNPConfirmation,236.0,514.0,738.0,227.0,301.0,644.0
MEG_7182|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,54.0,152.0,135.0,0.0,104.0,124.0
MEG_2501|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,8.0,32.0,15.0,50.0,33.0,0.0
MEG_5423|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|PCOE,327.0,2253.0,1756.0,600.0,1084.0,1306.0
MEG_1145|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,0.0,0.0,0.0,0.0,1578.0,0.0
MEG_7582|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,65.0,0.0,0.0,18.0,60.0,18.0
MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,51.0,118.0,150.0,0.0,85.0,102.0
MEG_1079|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,15.0,29.0,0.0,0.0,16.0,0.0
MEG_3744|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,0.0,153.0,0.0,0.0,0.0,0.0
MEG_171|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,15.0,6.0,0.0,0.0,0.0,0.0
MEG_6502|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,222.0,3251.0,2548.0,1057.0,1716.0,600.0
MEG_2589|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,0.0,27.0,0.0,0.0,0.0
MEG_1281|Drugs|betalactams|Class_C_betalactamases|BLAEC,352.0,488.0,493.0,167.0,383.0,436.0
MEG_5416|Metals|Copper_resistance|Copper_resistance_protein|PCOA,1064.0,7814.0,6048.0,2364.0,3713.0,3981.0
MEG_6549|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,1753.0,3034.0,3071.0,1128.0,2162.0,2042.0
MEG_7843|Drugs|Lipopeptides|Daptomycin-resistant_mutant|YYBT|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6290|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,0.0,0.0,0.0,36.0
MEG_1488|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADX,303.0,446.0,223.0,1943.0,161.0,410.0
MEG_4355|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,153.0,215.0,61.0,106.0,361.0
MEG_2449|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,905.0,1849.0,1937.0,607.0,1071.0,437.0
MEG_2893|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,2537.0,1565.0,2177.0,990.0,1851.0,2343.0
MEG_690|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,0.0,0.0,0.0,0.0,357.0,0.0
MEG_2443|Metals|Copper_resistance|Copper_resistance_regulator|CUER,2141.0,3756.0,3731.0,1320.0,2759.0,2592.0
MEG_6499|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA,2130.0,14530.0,11934.0,4414.0,7007.0,7840.0
MEG_7363|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,0.0,0.0,0.0,47.0,0.0
MEG_2962|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,19.0,0.0,19.0,0.0,26.0,0.0
MEG_933|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,14.0,0.0,0.0,0.0
MEG_1143|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,1647.0,11469.0,10675.0,5740.0,4411.0,4209.0
