gene_accession,cipbeta0none_S2,cipbeta0none_S1,cipbeta0none_S3
MEG_7200|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,0.0,0.0,55.0
MEG_1176|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,1866.0,469.0,1075.0
MEG_1096|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,231.0,318.0,436.0
MEG_6499|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA,4911.0,5800.0,4273.0
MEG_964|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,13.0,29.0,18.0
MEG_1409|Drugs|betalactams|Class_A_betalactamases|BLAZ,74.0,111.0,0.0
MEG_3222|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3142|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,1047.0,1941.0,1553.0
MEG_2089|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,566.0,911.0,722.0
MEG_7321|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,26.0,31.0,25.0
MEG_6763|Drugs|betalactams|Class_A_betalactamases|TEM,9.0,0.0,12.0
MEG_7028|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,72.0,0.0,16.0
MEG_1281|Drugs|betalactams|Class_C_betalactamases|BLAEC,275.0,685.0,371.0
MEG_8151|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,1034.0,1799.0,1830.0
MEG_1371|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,51.0,0.0
MEG_2962|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,63.0,12.0
MEG_3588|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH,312.0,662.0,631.0
MEG_7143|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,81.0,0.0
MEG_2900|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,1529.0,2271.0,1822.0
MEG_5813|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA,4622.0,7213.0,6107.0
MEG_7128|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,36.0,0.0,0.0
MEG_2614|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|DHAP,600.0,715.0,277.0
MEG_2702|Biocides|Acid_resistance|Acid_resistance_protein|EEFX,60.0,113.0,104.0
MEG_3870|Metals|Mercury_resistance|Mercury_resistance_protein|MERF,2.0,14.0,0.0
MEG_2835|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,0.0,0.0,12.0
MEG_2674|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,91.0,172.0,122.0
MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,2376.0,3355.0,2520.0
MEG_7121|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,56.0,0.0,0.0
MEG_8460|Drugs|betalactams|Penicillin_binding_protein|PBP4|RequiresSNPConfirmation,184.0,190.0,85.0
MEG_7806|Drugs|Lipopeptides|Daptomycin-resistant_mutant|WALK|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_32|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0.0,0.0,63.0
MEG_409|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,6018.0,9454.0,7559.0
MEG_4350|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,109.0,0.0
MEG_7041|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,0.0,364.0
MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,41.0,56.0,0.0
MEG_2081|Metals|Copper_resistance|Copper_resistance_regulator|COPZ,126.0,138.0,71.0
MEG_2500|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,51.0,65.0,52.0
MEG_7104|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,68.0,0.0,0.0
MEG_914|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,32.0,0.0
MEG_2680|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,97.0,175.0,152.0
MEG_2678|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,104.0,175.0,142.0
MEG_6166|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,21.0,19.0,36.0
MEG_6910|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,47.0
MEG_2043|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|COPBM,0.0,190.0,294.0
MEG_1118|Drugs|Multi-drug_resistance|MDR_regulator|ARLS,256.0,464.0,193.0
MEG_369|Drugs|Fosfomycin|Fosfomycin_MFS_efflux_pump|ABAF,0.0,110.0,0.0
MEG_1730|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,975.0,1466.0,1118.0
MEG_5787|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA,8099.0,12909.0,10707.0
MEG_915|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,124.0,132.0,135.0
MEG_6907|Drugs|betalactams|Class_A_betalactamases|TEM,49.0,52.0,0.0
MEG_2959|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,2548.0,4890.0,3622.0
MEG_892|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,17.0
MEG_7849|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT,2082.0,3715.0,2700.0
MEG_3238|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5334|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,1.0,1.0
MEG_6777|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,22.0
MEG_1148|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,1588.0,2703.0,2148.0
MEG_7047|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,0.0,246.0
MEG_2909|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF,3738.0,5794.0,4967.0
MEG_1161|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,587.0,934.0,837.0
MEG_20|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,256.0,323.0,0.0
MEG_3230|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5828|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACE,0.0,0.0,14.0
MEG_4009|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,1198.0,2138.0,1684.0
MEG_2618|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,88.0,88.0,88.0
MEG_2991|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0.0,38.0,11.0
MEG_1278|Drugs|betalactams|Class_C_betalactamases|BLAEC,515.0,505.0,465.0
MEG_1490|Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_7841|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YODB,1005.0,1816.0,1283.0
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,1454.0,2563.0,2200.0
MEG_5416|Metals|Copper_resistance|Copper_resistance_protein|PCOA,2610.0,3127.0,1979.0
MEG_1275|Drugs|betalactams|Class_C_betalactamases|BLAEC,174.0,259.0,283.0
MEG_2448|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,2740.0,5059.0,3898.0
MEG_8692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|SDRM,668.0,699.0,266.0
MEG_784|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,20.0,0.0,0.0
MEG_1149|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,1654.0,103.0,0.0
MEG_1283|Drugs|betalactams|Class_C_betalactamases|BLAEC,182.0,558.0,378.0
MEG_3513|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,2053.0,3164.0,2592.0
MEG_7201|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,0.0,0.0,58.0
MEG_6706|Drugs|betalactams|Class_A_betalactamases|TEM,24.0,23.0,0.0
MEG_1584|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,423.0,579.0,0.0
MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,228.0,274.0,474.0
MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,2.0,0.0,3.0
MEG_5394|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,14.0,34.0,12.0
MEG_7132|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,79.0,0.0
MEG_1381|Drugs|betalactams|Class_A_betalactamases|BLAZ,22.0,0.0,0.0
MEG_1360|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,36.0,0.0
MEG_7101|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,122.0,260.0,39.0
MEG_3836|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_regulator|MEPR,322.0,330.0,202.0
MEG_3934|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT,0.0,78.0,0.0
MEG_4126|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRCN,389.0,122.0,570.0
MEG_973|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,25.0,25.0,0.0
MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,4590.0,7496.0,5815.0
MEG_7329|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,12.0,14.0,3.0
MEG_1095|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,191.0,226.0,431.0
MEG_7088|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETJ,1051.0,1632.0,1208.0
MEG_2502|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,47.0,45.0,45.0
MEG_2092|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD,894.0,1476.0,1176.0
MEG_2844|Drugs|MLS|23S_rRNA_methyltransferases|ERMR,0.0,132.0,0.0
MEG_6110|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1652|Biocides|Biguanide_resistance|Biguanide_cation_efflux|CEPAB,364.0,537.0,533.0
MEG_6984|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,368.0,192.0,54.0
MEG_3227|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1366|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,84.0,0.0
MEG_890|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,101.0,127.0,107.0
MEG_1363|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,72.0,0.0
MEG_1247|Drugs|betalactams|Class_A_betalactamases|BLAA,0.0,87.0,0.0
MEG_7362|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,109.0,80.0
MEG_2452|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR,3099.0,4652.0,3793.0
MEG_6867|Drugs|betalactams|Class_A_betalactamases|TEM,1625.0,2024.0,0.0
MEG_4168|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,3092.0,4978.0,4122.0
MEG_6727|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,9.0
MEG_4285|Drugs|betalactams|Mutant_porin_proteins|OMPD,1479.0,2369.0,1848.0
MEG_6776|Drugs|betalactams|Class_A_betalactamases|TEM,30.0,39.0,0.0
MEG_6615|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,177.0,75.0,133.0
MEG_7307|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0.0,244.0,0.0
MEG_772|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,19.0,0.0
MEG_8448|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,102.0,0.0
MEG_6634|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,140.0,117.0,16.0
MEG_6140|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,409.0,668.0,512.0
MEG_3661|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,588.0,880.0,621.0
MEG_2714|Biocides|Quaternary_Ammonium_Compounds_(QACs)_resistance|QAC_efflux_pump|EMEA,83.0,140.0,29.0
MEG_1143|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,7438.0,1570.0,3939.0
MEG_1488|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADX,531.0,295.0,1144.0
MEG_6099|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7374|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,22.0,204.0,166.0
MEG_1029|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,80.0,0.0
MEG_2867|Biocides|Acid_resistance|Acid_resistance_regulator|EVGA,2106.0,3827.0,2707.0
MEG_1368|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,94.0,0.0
MEG_1054|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,148.0,215.0,333.0
MEG_2917|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0.0,0.0,20.0
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,1861.0,3047.0,2228.0
MEG_2895|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,506.0,901.0,700.0
MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,82.0,113.0,124.0
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,6167.0,9925.0,7706.0
MEG_1364|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,72.0,0.0
MEG_1382|Drugs|betalactams|Class_A_betalactamases|BLAZ,36.0,0.0,0.0
MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO,7898.0,12280.0,10205.0
MEG_6877|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,46.0
MEG_2120|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,841.0,1319.0,1340.0
MEG_3242|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3236|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3288|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,835.0,1163.0,1026.0
MEG_7373|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,259.0,192.0
MEG_1115|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,0.0,203.0,110.0
MEG_370|Drugs|Fosfomycin|Fosfomycin_MFS_efflux_pump|ABAQ,0.0,51.0,0.0
MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE,4576.0,7389.0,6139.0
MEG_8703|Drugs|betalactams|Class_A_betalactamases|TEM,28.0,40.0,0.0
MEG_3947|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,4700.0,7224.0,5969.0
MEG_2080|Metals|Copper_resistance|Copper_resistance_regulator|COPY,0.0,42.0,64.0
MEG_796|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,16.0,0.0
MEG_4203|Biocides|Paraquat_resistance|Paraquat_resistance_protein|NMPC,618.0,897.0,0.0
MEG_3082|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,264.0,104.0,157.0
MEG_2019|Metals|Copper_resistance|Copper_resistance_protein|COPA,3263.0,4938.0,3964.0
MEG_173|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,15.0
MEG_2692|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,1871.0,3144.0,2254.0
MEG_1177|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,33.0,0.0,0.0
MEG_1279|Drugs|betalactams|Class_C_betalactamases|BLAEC,409.0,1303.0,703.0
MEG_8231|Drugs|Lipopeptides|Colistin-resistant_mutant|LPSB,0.0,88.0,0.0
MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0.0,0.0,17.0
MEG_1589|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,19.0,0.0,0.0
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES,0.0,298.0,2422.0
MEG_994|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,20.0,18.0,59.0
MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,4138.0,6765.0,5517.0
MEG_1486|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADD,926.0,1539.0,261.0
MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,1985.0,2773.0,2347.0
MEG_2701|Biocides|Acid_resistance|Acid_resistance_protein|EEFA,435.0,636.0,703.0
MEG_2639|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,16.0,0.0
MEG_2675|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,98.0,152.0,137.0
MEG_7833|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,1181.0,1885.0,1640.0
MEG_691|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,0.0,40.0,0.0
MEG_6117|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_794|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,21.0,43.0,30.0
MEG_5365|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_46|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,175.0,298.0,0.0
MEG_7225|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,196.0,0.0,0.0
MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE,5771.0,9192.0,7445.0
MEG_6906|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,19.0,0.0
MEG_1195|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,2311.0,3859.0,3005.0
MEG_7124|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,36.0,0.0,0.0
MEG_3977|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,6.0,1.0,0.0
MEG_6878|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,72.0
MEG_6695|Drugs|betalactams|Class_A_betalactamases|TEM,30.0,0.0,0.0
MEG_987|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0.0,23.0,0.0
MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation,8.0,11.0,12.0
MEG_2527|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,33.0,34.0,27.0
MEG_6630|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,90.0,119.0,0.0
MEG_3998|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH,4857.0,7827.0,6089.0
MEG_6658|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,32.0,0.0
MEG_795|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,17.0,23.0
MEG_7140|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,33.0,0.0,0.0
MEG_6575|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,858.0,1440.0,1213.0
MEG_7370|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,23.0,0.0,31.0
MEG_7110|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,61.0,0.0
MEG_4223|Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation,0.0,1.0,1.0
MEG_6123|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1.0,0.0,1.0
MEG_7198|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,0.0,0.0,63.0
MEG_805|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,12.0,0.0,16.0
MEG_1372|Drugs|betalactams|Class_A_betalactamases|BLAZ,41.0,0.0,0.0
MEG_2578|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRF,30.0,0.0,12.0
MEG_3842|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,284.0,734.0,475.0
MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA,6364.0,10178.0,8263.0
MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF,3634.0,5504.0,4351.0
MEG_2694|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|EATAV|RequiresSNPConfirmation,0.0,0.0,5.0
MEG_4289|Drugs|betalactams|Mutant_porin_proteins|OMPFB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4169|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,1240.0,2077.0,1691.0
MEG_2801|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0.0,0.0,34.0
MEG_2691|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,1164.0,1768.0,1427.0
MEG_6167|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,127.0,160.0,140.0
MEG_6875|Drugs|betalactams|Class_A_betalactamases|TEM,2144.0,2603.0,1426.0
MEG_4327|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0.0,64.0,55.0
MEG_1651|Drugs|betalactams|Class_A_betalactamases|CEPA,34.0,0.0,0.0
MEG_2893|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,804.0,2159.0,1890.0
MEG_2449|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,1391.0,1185.0,939.0
MEG_6982|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,243.0,232.0,52.0
MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,2360.0,3749.0,2884.0
MEG_3762|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,1410.0,3041.0,2176.0
MEG_7069|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,0.0,19.0,0.0
MEG_211|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,76.0,0.0,64.0
MEG_7137|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,53.0,107.0,0.0
MEG_2084|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,242.0,391.0,356.0
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6131|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8642|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|QACAB,0.0,19.0,0.0
MEG_5348|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_6169|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,11.0,15.0,25.0
MEG_790|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,11.0,0.0,0.0
MEG_1040|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,0.0,20.0
MEG_4128|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRYN,158.0,52.0,290.0
MEG_4171|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,2753.0,4428.0,3533.0
MEG_1358|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,94.0,0.0
MEG_5359|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7042|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,0.0,479.0
MEG_2987|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,25.0,33.0,59.0
